T [C],RH [%],Short_wave_global [W/m2],,,,,,,,,,,,,,
12.3459,87.59,0,,,,,,,,,,,,,,
12.2551,89.1427,0,,,,,,,,,,,,,,
11.9234,90.1211,0,,,,,,,,,,,,,,
12.0114,89.2958,0.000257417,,,,,,,,,,,,,,
11.951,89.5068,0.0895449,,,,,,,,,,,,,,
12.5464,86.5503,6.09233,,,,,,,,,,,,,,
13.0515,83.7223,23.7693,,,,,,,,,,,,,,
14.844,77.0683,56.5846,,,,,,,,,,,,,,
16.8533,69.7795,97.2831,,,,,,,,,,,,,,
18.2219,63.2755,126.929,,,,,,,,,,,,,,
18.3472,59.432,128.722,,,,,,,,,,,,,,
18.6992,58.7987,129.821,,,,,,,,,,,,,,
18.4381,57.7631,126.371,,,,,,,,,,,,,,
17.9476,61.8677,96.3399,,,,,,,,,,,,,,
14.455,99.7893,67.6365,,,,,,,,,,,,,,
13.8412,99.7782,43.2556,,,,,,,,,,,,,,
13.6864,99.6449,29.2347,,,,,,,,,,,,,,
14.211,97.853,56.3833,,,,,,,,,,,,,,
13.0106,95.2747,46.3119,,,,,,,,,,,,,,
12.5987,97.0237,3.6785,,,,,,,,,,,,,,
12.1628,95.3288,0,,,,,,,,,,,,,,
12.0824,91.2502,0,,,,,,,,,,,,,,
11.9558,89.5796,0,,,,,,,,,,,,,,
12.1613,88.6488,0,,,,,,,,,,,,,,
11.9053,89.0574,0,,,,,,,,,,,,,,
11.8099,89.9972,0,,,,,,,,,,,,,,
11.2689,92.368,0,,,,,,,,,,,,,,
11.3326,92.6958,0.000678981,,,,,,,,,,,,,,
11.212,92.9638,0.188923,,,,,,,,,,,,,,
11.4349,91.1327,6.49869,,,,,,,,,,,,,,
12.7569,85.2777,29.1583,,,,,,,,,,,,,,
14.6059,78.0728,62.121,,,,,,,,,,,,,,
15.8419,68.9645,95.4786,,,,,,,,,,,,,,
17.0253,60.5272,115.484,,,,,,,,,,,,,,
17.3563,55.1897,119.016,,,,,,,,,,,,,,
17.3348,49.8951,111.131,,,,,,,,,,,,,,
18.3162,49.8825,114.102,,,,,,,,,,,,,,
18.7767,43.6176,126.015,,,,,,,,,,,,,,
20.0707,40.9381,160.26,,,,,,,,,,,,,,
20.949,40.9441,180.307,,,,,,,,,,,,,,
18.0251,46.0412,127.156,,,,,,,,,,,,,,
17.8368,49.7256,78.7336,,,,,,,,,,,,,,
15.5354,58.5601,51.0713,,,,,,,,,,,,,,
14.119,65.4503,4.70323,,,,,,,,,,,,,,
13.8114,67.9247,0,,,,,,,,,,,,,,
13.4001,68.9035,0,,,,,,,,,,,,,,
12.7003,75.1638,0,,,,,,,,,,,,,,
12.0278,78.6507,0,,,,,,,,,,,,,,
12.1231,78.8541,0,,,,,,,,,,,,,,
12.0887,80.0088,0,,,,,,,,,,,,,,
11.8308,81.8112,0,,,,,,,,,,,,,,
11.5657,83.326,0,,,,,,,,,,,,,,
11.4424,84.5181,0.00780942,,,,,,,,,,,,,,
11.7247,84.0347,4.07582,,,,,,,,,,,,,,
12.6321,81.2977,15.3639,,,,,,,,,,,,,,
13.8344,75.0214,35.429,,,,,,,,,,,,,,
15.6675,69.1178,68.901,,,,,,,,,,,,,,
17.1638,57.5726,109.966,,,,,,,,,,,,,,
18.7663,50.9768,138.079,,,,,,,,,,,,,,
19.895,47.9854,146.976,,,,,,,,,,,,,,
19.0754,50.8067,127.684,,,,,,,,,,,,,,
19.7656,50.6488,120.453,,,,,,,,,,,,,,
19.3708,52.0739,117.972,,,,,,,,,,,,,,
19.0886,53.913,92.0593,,,,,,,,,,,,,,
18.1119,56.0344,65.5975,,,,,,,,,,,,,,
16.3421,59.1317,34.8786,,,,,,,,,,,,,,
15.1161,67.0835,9.9631,,,,,,,,,,,,,,
13.357,74.105,0.873138,,,,,,,,,,,,,,
12.2697,80.6079,0,,,,,,,,,,,,,,
11.2647,83.535,0,,,,,,,,,,,,,,
10.7269,86.5133,0,,,,,,,,,,,,,,
10.1178,87.7839,0,,,,,,,,,,,,,,
9.68801,89.0956,0,,,,,,,,,,,,,,
9.25408,88.8944,0,,,,,,,,,,,,,,
8.91569,90.5433,0,,,,,,,,,,,,,,
8.6896,91.4518,0.000147924,,,,,,,,,,,,,,
8.62762,92.4768,0.0843204,,,,,,,,,,,,,,
9.2238,93.2227,5.22741,,,,,,,,,,,,,,
10.7109,92.0458,19.1846,,,,,,,,,,,,,,
12.9081,84.3839,37.232,,,,,,,,,,,,,,
15.05,67.4794,63.7623,,,,,,,,,,,,,,
17.454,62.7248,96.3335,,,,,,,,,,,,,,
19.4404,56.405,122.829,,,,,,,,,,,,,,
21.1802,49.932,146.306,,,,,,,,,,,,,,
21.8466,51.5649,130.438,,,,,,,,,,,,,,
20.3117,53.7727,92.827,,,,,,,,,,,,,,
23.5786,48.0776,134.95,,,,,,,,,,,,,,
21.0043,50.1034,125.441,,,,,,,,,,,,,,
18.1247,66.1473,33.2995,,,,,,,,,,,,,,
16.8659,72.7752,11.27,,,,,,,,,,,,,,
15.8965,75.5465,3.69619,,,,,,,,,,,,,,
14.651,80.0198,0.572548,,,,,,,,,,,,,,
13.7159,82.472,0,,,,,,,,,,,,,,
12.6243,81.2879,0,,,,,,,,,,,,,,
12.2515,84.7357,0,,,,,,,,,,,,,,
11.688,85.8554,0,,,,,,,,,,,,,,
11.0246,86.8519,0,,,,,,,,,,,,,,
10.633,88.3813,0,,,,,,,,,,,,,,
10.1481,89.0199,0,,,,,,,,,,,,,,
9.92794,90.1929,0,,,,,,,,,,,,,,
9.7261,89.4908,0.0709592,,,,,,,,,,,,,,
9.85336,89.6202,6.6049,,,,,,,,,,,,,,
10.832,89.1742,24.2943,,,,,,,,,,,,,,
12.8598,83.2782,47.3308,,,,,,,,,,,,,,
14.9606,75.6063,69.5169,,,,,,,,,,,,,,
16.7742,67.3872,88.3248,,,,,,,,,,,,,,
18.3811,63.1082,100.832,,,,,,,,,,,,,,
19.3461,59.13,104.031,,,,,,,,,,,,,,
20.0146,56.0167,101.963,,,,,,,,,,,,,,
21.2348,53.462,103.247,,,,,,,,,,,,,,
25.0031,43.095,179.564,,,,,,,,,,,,,,
27.199,38.5915,230.958,,,,,,,,,,,,,,
25.85,43.0865,211.459,,,,,,,,,,,,,,
22.9325,52.9262,132.53,,,,,,,,,,,,,,
19.0751,64.3144,41.8313,,,,,,,,,,,,,,
16.9631,70.7556,1.94602,,,,,,,,,,,,,,
15.675,75.6599,0,,,,,,,,,,,,,,
14.8459,77.9719,0,,,,,,,,,,,,,,
14.2138,81.5868,0,,,,,,,,,,,,,,
13.4883,81.1771,0,,,,,,,,,,,,,,
12.9704,82.6569,0,,,,,,,,,,,,,,
12.4655,85.6247,0,,,,,,,,,,,,,,
11.9955,86.4064,0,,,,,,,,,,,,,,
11.5626,88.0964,0,,,,,,,,,,,,,,
11.3622,91.8783,0.000335453,,,,,,,,,,,,,,
11.7218,91.0355,5.59636,,,,,,,,,,,,,,
13.2623,90.3257,19.1849,,,,,,,,,,,,,,
15.9965,86.0674,36.6865,,,,,,,,,,,,,,
19.0263,81.8178,55.0142,,,,,,,,,,,,,,
21.9444,72.5409,77.5023,,,,,,,,,,,,,,
23.9167,63.3715,95.0169,,,,,,,,,,,,,,
25.1278,57.6971,102.046,,,,,,,,,,,,,,
26.5918,51.9549,113.076,,,,,,,,,,,,,,
27.8454,47.653,126.878,,,,,,,,,,,,,,
29.8815,45.5062,166.177,,,,,,,,,,,,,,
28.8367,46.5689,167.951,,,,,,,,,,,,,,
28.3451,49.9691,133.6,,,,,,,,,,,,,,
26.4838,59.9496,85.7694,,,,,,,,,,,,,,
23.1544,67.9061,25.4839,,,,,,,,,,,,,,
21.9408,77.6133,0.963729,,,,,,,,,,,,,,
21.0444,78.3312,0,,,,,,,,,,,,,,
19.5652,84.226,0,,,,,,,,,,,,,,
18.4617,86.6718,0,,,,,,,,,,,,,,
17.6718,88.7927,0,,,,,,,,,,,,,,
17.1046,91.9368,0,,,,,,,,,,,,,,
17.0815,93.8573,0,,,,,,,,,,,,,,
16.8521,93.0169,0,,,,,,,,,,,,,,
16.7912,92.8196,0,,,,,,,,,,,,,,
16.7773,92.4986,0.00732556,,,,,,,,,,,,,,
17.2465,92.0014,5.13953,,,,,,,,,,,,,,
18.7334,87.8919,17.3765,,,,,,,,,,,,,,
20.4246,80.2532,31.036,,,,,,,,,,,,,,
22.6962,70.9943,49.5107,,,,,,,,,,,,,,
24.6244,64.0608,67.0133,,,,,,,,,,,,,,
26.6105,56.7449,84.522,,,,,,,,,,,,,,
27.6641,51.2404,98.5005,,,,,,,,,,,,,,
28.6338,46.3696,104.99,,,,,,,,,,,,,,
29.7796,46.0959,107.775,,,,,,,,,,,,,,
32.4311,37.0303,182.241,,,,,,,,,,,,,,
34.2585,33.5942,233.638,,,,,,,,,,,,,,
34.9643,33.2185,220.14,,,,,,,,,,,,,,
30.1931,44.8224,111.464,,,,,,,,,,,,,,
26.4816,57.1958,14.5908,,,,,,,,,,,,,,
24.191,65.3485,0.199809,,,,,,,,,,,,,,
23.2512,69.6778,0,,,,,,,,,,,,,,
22.1652,78.8799,0,,,,,,,,,,,,,,
18.9154,99.8458,0,,,,,,,,,,,,,,
18.6927,99.7908,0,,,,,,,,,,,,,,
17.9289,99.7587,0,,,,,,,,,,,,,,
18.0329,99.7309,0,,,,,,,,,,,,,,
18.099,99.7031,0,,,,,,,,,,,,,,
17.822,99.8195,0,,,,,,,,,,,,,,
17.9637,99.8517,0,,,,,,,,,,,,,,
17.665,99.833,0.000270315,,,,,,,,,,,,,,
17.2289,99.8179,2.95424,,,,,,,,,,,,,,
17.7142,99.794,32.1813,,,,,,,,,,,,,,
17.995,99.729,65.0491,,,,,,,,,,,,,,
19.4123,98.9141,89.8249,,,,,,,,,,,,,,
19.981,97.3821,109.212,,,,,,,,,,,,,,
22.3602,75.6272,134.324,,,,,,,,,,,,,,
24.0133,68.0942,153.48,,,,,,,,,,,,,,
23.9278,65.7714,133.216,,,,,,,,,,,,,,
25.1051,63.045,138.843,,,,,,,,,,,,,,
25.6511,58.5477,162.842,,,,,,,,,,,,,,
24.5422,58.8221,145.749,,,,,,,,,,,,,,
22.2069,64.4825,89.7789,,,,,,,,,,,,,,
19.6741,77.0086,27.6893,,,,,,,,,,,,,,
18.4217,83.1766,1.3279,,,,,,,,,,,,,,
18.0138,83.6192,0,,,,,,,,,,,,,,
16.0567,77.8025,0,,,,,,,,,,,,,,
14.7464,80.914,0,,,,,,,,,,,,,,
13.7498,84.2806,0,,,,,,,,,,,,,,
12.9994,87.0626,0,,,,,,,,,,,,,,
12.4286,89.7548,0,,,,,,,,,,,,,,
12.1856,90.1101,0,,,,,,,,,,,,,,
12.0824,90.665,0,,,,,,,,,,,,,,
12.3255,91.0109,0.0031785,,,,,,,,,,,,,,
12.7302,93.8389,1.41522,,,,,,,,,,,,,,
13.3013,96.0979,8.16304,,,,,,,,,,,,,,
14.4825,88.2651,27.8578,,,,,,,,,,,,,,
16.1215,75.7294,72.8719,,,,,,,,,,,,,,
17.5182,67.6535,104.147,,,,,,,,,,,,,,
18.8217,56.7158,116.09,,,,,,,,,,,,,,
14.5718,99.783,136.063,,,,,,,,,,,,,,
14.1429,99.7386,111.05,,,,,,,,,,,,,,
16.7957,75.214,97.5336,,,,,,,,,,,,,,
18.97,61.9354,149.94,,,,,,,,,,,,,,
19.8127,50.2569,146.383,,,,,,,,,,,,,,
19.2287,52.1605,142.33,,,,,,,,,,,,,,
18.0519,54.2747,110.608,,,,,,,,,,,,,,
15.7372,66.8292,43.0229,,,,,,,,,,,,,,
15.0455,74.5784,0.252993,,,,,,,,,,,,,,
14.5878,75.5168,0,,,,,,,,,,,,,,
14.7534,68.9168,0,,,,,,,,,,,,,,
14.9164,67.1173,0,,,,,,,,,,,,,,
14.4149,68.7679,0,,,,,,,,,,,,,,
13.8911,71.7597,0,,,,,,,,,,,,,,
13.6818,71.1139,0,,,,,,,,,,,,,,
13.82,76.0714,0,,,,,,,,,,,,,,
13.1544,81.3817,0,,,,,,,,,,,,,,
12.8909,84.3155,0.000561315,,,,,,,,,,,,,,
13.1871,82.805,5.88595,,,,,,,,,,,,,,
14.6808,75.8543,32.3168,,,,,,,,,,,,,,
15.9127,70.0479,63.6848,,,,,,,,,,,,,,
17.0051,67.9712,93.7556,,,,,,,,,,,,,,
18.2084,64.5609,124.974,,,,,,,,,,,,,,
18.9962,61.968,127.92,,,,,,,,,,,,,,
18.2879,67.0958,106.247,,,,,,,,,,,,,,
17.8528,70.4411,79.2479,,,,,,,,,,,,,,
16.9716,83.0424,57.3774,,,,,,,,,,,,,,
17.1486,78.0479,44.4346,,,,,,,,,,,,,,
14.9387,97.9724,29.2449,,,,,,,,,,,,,,
14.7997,99.7735,15.2906,,,,,,,,,,,,,,
14.5883,99.8241,6.00732,,,,,,,,,,,,,,
14.691,99.8146,0.884337,,,,,,,,,,,,,,
14.4127,99.8218,0,,,,,,,,,,,,,,
14.2883,99.8249,0,,,,,,,,,,,,,,
14.5108,99.8008,0,,,,,,,,,,,,,,
14.4486,99.9311,0,,,,,,,,,,,,,,
13.2343,99.9187,0,,,,,,,,,,,,,,
13.0203,99.8614,0,,,,,,,,,,,,,,
12.4911,99.8364,0,,,,,,,,,,,,,,
12.0639,99.8271,0,,,,,,,,,,,,,,
11.7755,99.8102,0,,,,,,,,,,,,,,
11.5143,99.7978,0.00265849,,,,,,,,,,,,,,
11.4675,99.7845,4.48415,,,,,,,,,,,,,,
12.1163,99.7537,24.0019,,,,,,,,,,,,,,
12.9929,99.1062,58.0414,,,,,,,,,,,,,,
14.5724,81.1479,96.7717,,,,,,,,,,,,,,
15.4759,73.5431,96.7085,,,,,,,,,,,,,,
16.8843,64.6998,102.436,,,,,,,,,,,,,,
18.1699,62.3441,149.274,,,,,,,,,,,,,,
17.062,76.1196,128.472,,,,,,,,,,,,,,
17.347,63.1803,93.8496,,,,,,,,,,,,,,
16.9259,69.0179,80.5974,,,,,,,,,,,,,,
17.0117,62.1955,63.4601,,,,,,,,,,,,,,
16.3575,65.4453,48.2099,,,,,,,,,,,,,,
15.5041,69.1067,23.692,,,,,,,,,,,,,,
14.7408,73.0288,6.36961,,,,,,,,,,,,,,
14.3643,76.7015,0.0384598,,,,,,,,,,,,,,
13.553,81.3407,0,,,,,,,,,,,,,,
13.8299,83.2875,0,,,,,,,,,,,,,,
13.011,93.2062,0,,,,,,,,,,,,,,
12.3729,99.7181,0,,,,,,,,,,,,,,
12.3011,99.7617,0,,,,,,,,,,,,,,
12.3179,99.8022,0,,,,,,,,,,,,,,
12.329,99.8275,0,,,,,,,,,,,,,,
12.4433,99.8063,0,,,,,,,,,,,,,,
12.346,99.7819,0.000934773,,,,,,,,,,,,,,
12.4135,99.758,1.17045,,,,,,,,,,,,,,
12.5162,99.7493,9.4411,,,,,,,,,,,,,,
12.7157,99.7534,18.0712,,,,,,,,,,,,,,
12.9733,99.7186,18.0941,,,,,,,,,,,,,,
13.1428,99.5846,15.8396,,,,,,,,,,,,,,
13.6601,98.7832,25.6022,,,,,,,,,,,,,,
13.7626,98.6465,45.0523,,,,,,,,,,,,,,
13.3751,99.6764,39.3113,,,,,,,,,,,,,,
13.4177,99.7874,22.2189,,,,,,,,,,,,,,
13.6061,99.8054,15.8089,,,,,,,,,,,,,,
13.8701,99.797,12.2228,,,,,,,,,,,,,,
13.8239,99.7955,8.21779,,,,,,,,,,,,,,
13.8113,99.7848,2.90265,,,,,,,,,,,,,,
13.9543,99.7999,0.499604,,,,,,,,,,,,,,
14.0291,99.7986,0,,,,,,,,,,,,,,
13.7988,99.7906,0,,,,,,,,,,,,,,
13.7847,99.7864,0,,,,,,,,,,,,,,
14.5339,99.7897,0,,,,,,,,,,,,,,
14.4556,99.7873,0,,,,,,,,,,,,,,
15.0805,99.7967,0,,,,,,,,,,,,,,
15.2253,99.7943,0,,,,,,,,,,,,,,
15.2749,99.7879,0,,,,,,,,,,,,,,
15.2415,99.7834,0,,,,,,,,,,,,,,
15.4736,99.7855,0.0010802,,,,,,,,,,,,,,
15.7411,99.7839,0.399172,,,,,,,,,,,,,,
16.2673,99.7791,9.30715,,,,,,,,,,,,,,
17.3177,99.764,43.9733,,,,,,,,,,,,,,
17.6937,99.7259,61.5815,,,,,,,,,,,,,,
18.0644,99.5357,62.5571,,,,,,,,,,,,,,
18.5366,98.8431,62.9816,,,,,,,,,,,,,,
18.9862,98.292,65.9937,,,,,,,,,,,,,,
18.8337,97.4028,59.4278,,,,,,,,,,,,,,
20.3233,89.7424,71.1664,,,,,,,,,,,,,,
21.1918,83.0705,96.3822,,,,,,,,,,,,,,
21.9144,77.555,102.912,,,,,,,,,,,,,,
21.4068,80.3844,81.829,,,,,,,,,,,,,,
19.9458,87.5525,29.8685,,,,,,,,,,,,,,
18.5211,94.8477,2.03141,,,,,,,,,,,,,,
17.5554,97.0511,0.0388604,,,,,,,,,,,,,,
16.804,97.6384,0,,,,,,,,,,,,,,
16.4698,97.9136,0,,,,,,,,,,,,,,
16.7331,98.2006,0,,,,,,,,,,,,,,
17.3798,98.4298,0,,,,,,,,,,,,,,
17.3556,98.6051,0,,,,,,,,,,,,,,
17.5189,98.8012,0,,,,,,,,,,,,,,
17.287,98.8837,0,,,,,,,,,,,,,,
17.4623,99.0027,0,,,,,,,,,,,,,,
17.3277,98.7999,0.00186079,,,,,,,,,,,,,,
17.504,98.6774,2.32336,,,,,,,,,,,,,,
18.3623,98.4387,16.2125,,,,,,,,,,,,,,
19.4125,97.7853,31.3874,,,,,,,,,,,,,,
20.9563,88.258,45.7069,,,,,,,,,,,,,,
23.7499,74.4762,89.7762,,,,,,,,,,,,,,
25.7703,66.5114,134.928,,,,,,,,,,,,,,
27.7276,63.5945,157.521,,,,,,,,,,,,,,
28.6064,57.5409,154.46,,,,,,,,,,,,,,
28.6683,56.1879,140.697,,,,,,,,,,,,,,
30.2278,54.8579,157.846,,,,,,,,,,,,,,
31.2241,50.5864,195.988,,,,,,,,,,,,,,
29.4207,53.8609,177.576,,,,,,,,,,,,,,
26.1283,67.1398,72.1474,,,,,,,,,,,,,,
24.4197,74.3494,4.55684,,,,,,,,,,,,,,
23.512,78.073,0.159735,,,,,,,,,,,,,,
21.3463,77.6512,0,,,,,,,,,,,,,,
19.94,83.0072,0,,,,,,,,,,,,,,
18.9902,87.2133,0,,,,,,,,,,,,,,
19.1872,83.8467,0,,,,,,,,,,,,,,
19.0015,82.1741,0,,,,,,,,,,,,,,
18.4443,77.3966,0,,,,,,,,,,,,,,
17.8291,82.5522,0,,,,,,,,,,,,,,
16.8991,86.1357,0,,,,,,,,,,,,,,
16.6055,88.2365,0.0193958,,,,,,,,,,,,,,
16.5384,89.3907,2.8534,,,,,,,,,,,,,,
17.1235,83.857,15.0175,,,,,,,,,,,,,,
18.6948,76.8324,48.5373,,,,,,,,,,,,,,
20.2052,69.0997,88.8183,,,,,,,,,,,,,,
20.3121,66.0774,92.4428,,,,,,,,,,,,,,
20.8097,67.3027,83.5179,,,,,,,,,,,,,,
20.3718,66.5289,96.4174,,,,,,,,,,,,,,
20.3707,69.0548,97.8011,,,,,,,,,,,,,,
17.3812,99.8292,83.5018,,,,,,,,,,,,,,
17.2709,99.8042,84.2612,,,,,,,,,,,,,,
15.5479,99.7775,60.1943,,,,,,,,,,,,,,
15.3953,99.819,19.4307,,,,,,,,,,,,,,
14.2784,99.7943,13.6892,,,,,,,,,,,,,,
13.7741,99.7598,7.33556,,,,,,,,,,,,,,
13.7513,99.7345,0.0403459,,,,,,,,,,,,,,
13.4275,99.6964,0,,,,,,,,,,,,,,
13.6039,99.6551,0,,,,,,,,,,,,,,
13.3411,99.4555,0,,,,,,,,,,,,,,
13.0926,99.0691,0,,,,,,,,,,,,,,
12.6798,98.7739,0,,,,,,,,,,,,,,
12.58,98.68,0,,,,,,,,,,,,,,
13.1264,98.6898,0,,,,,,,,,,,,,,
13.2311,98.3787,0,,,,,,,,,,,,,,
13.4394,97.8011,0.0078592,,,,,,,,,,,,,,
13.647,93.4619,2.23226,,,,,,,,,,,,,,
14.848,84.3115,19.6829,,,,,,,,,,,,,,
16.1959,76.8333,44.8215,,,,,,,,,,,,,,
17.8747,70.3852,76.6935,,,,,,,,,,,,,,
18.0338,74.5894,81.4987,,,,,,,,,,,,,,
18.4905,76.0504,65.3887,,,,,,,,,,,,,,
18.5797,76.3682,58.9239,,,,,,,,,,,,,,
18.9777,78.1674,51.1237,,,,,,,,,,,,,,
19.6002,78.5412,53.0793,,,,,,,,,,,,,,
20.6168,76.0133,61.8495,,,,,,,,,,,,,,
22.7492,69.6595,127.088,,,,,,,,,,,,,,
22.8902,66.6166,171.338,,,,,,,,,,,,,,
20.1437,70.803,85.5174,,,,,,,,,,,,,,
18.3125,76.3529,14.3141,,,,,,,,,,,,,,
17.4915,75.2473,0,,,,,,,,,,,,,,
16.7717,78.1695,0,,,,,,,,,,,,,,
16.1139,81.6092,0,,,,,,,,,,,,,,
15.4608,81.3083,0,,,,,,,,,,,,,,
14.9256,82.0001,0,,,,,,,,,,,,,,
14.4607,83.8905,0,,,,,,,,,,,,,,
14.2894,85.3066,0,,,,,,,,,,,,,,
13.8822,84.3442,0,,,,,,,,,,,,,,
13.2391,86.9536,0,,,,,,,,,,,,,,
13.0462,87.4134,0.00161415,,,,,,,,,,,,,,
13.5153,87.496,3.26033,,,,,,,,,,,,,,
14.4366,81.7008,15.6464,,,,,,,,,,,,,,
15.7191,76.3261,42.9883,,,,,,,,,,,,,,
17.5757,67.3515,89.1601,,,,,,,,,,,,,,
18.7361,61.5483,107.58,,,,,,,,,,,,,,
19.5137,55.1702,116.264,,,,,,,,,,,,,,
19.0663,59.0824,105.229,,,,,,,,,,,,,,
20.0029,59.3599,97.5966,,,,,,,,,,,,,,
20.2855,57.2667,104.538,,,,,,,,,,,,,,
20.9728,49.438,134.775,,,,,,,,,,,,,,
22.0093,45.8175,189.053,,,,,,,,,,,,,,
21.1462,49.0817,186.45,,,,,,,,,,,,,,
18.117,54.422,91.958,,,,,,,,,,,,,,
16.1453,61.9446,16.87,,,,,,,,,,,,,,
15.7107,64.8632,0,,,,,,,,,,,,,,
14.8796,67.8462,0,,,,,,,,,,,,,,
14.1357,75.9729,0,,,,,,,,,,,,,,
13.4837,79.9115,0,,,,,,,,,,,,,,
13.1675,80.1159,0,,,,,,,,,,,,,,
13.0851,76.637,0,,,,,,,,,,,,,,
12.7218,77.4451,0,,,,,,,,,,,,,,
11.6942,80.0624,0,,,,,,,,,,,,,,
11.2924,82.2321,0,,,,,,,,,,,,,,
10.9283,81.4047,0.00447811,,,,,,,,,,,,,,
10.8412,82.8953,2.8414,,,,,,,,,,,,,,
11.7692,80.8535,14.3906,,,,,,,,,,,,,,
12.8975,75.7673,29.723,,,,,,,,,,,,,,
14.3142,69.1083,46.9287,,,,,,,,,,,,,,
16.0937,61.3695,75.6652,,,,,,,,,,,,,,
16.8663,58.6959,100.229,,,,,,,,,,,,,,
18.1225,54.3432,120.481,,,,,,,,,,,,,,
18.8357,52.7274,128.263,,,,,,,,,,,,,,
19.3851,48.5749,109.688,,,,,,,,,,,,,,
22.4313,39.6229,167.667,,,,,,,,,,,,,,
22.087,38.4948,222.6,,,,,,,,,,,,,,
21.4607,41.3007,169.561,,,,,,,,,,,,,,
17.8848,53.8441,78.9812,,,,,,,,,,,,,,
15.938,67.5225,5.94403,,,,,,,,,,,,,,
14.6516,74.4151,0,,,,,,,,,,,,,,
13.8737,80.4296,0,,,,,,,,,,,,,,
13.3209,84.553,0,,,,,,,,,,,,,,
12.3427,87.1615,0,,,,,,,,,,,,,,
12.296,90.8441,0,,,,,,,,,,,,,,
12.2895,93.2672,0,,,,,,,,,,,,,,
11.8288,92.2864,0,,,,,,,,,,,,,,
11.7445,94.2082,0,,,,,,,,,,,,,,
11.1618,92.8105,0,,,,,,,,,,,,,,
10.6276,93.0001,7.41E-05,,,,,,,,,,,,,,
10.9141,93.7606,1.77421,,,,,,,,,,,,,,
12.03,93.7997,13.7828,,,,,,,,,,,,,,
13.5266,87.4039,38.5898,,,,,,,,,,,,,,
16.0193,78.647,75.4306,,,,,,,,,,,,,,
18.9244,69.8637,113.49,,,,,,,,,,,,,,
19.8096,60.1919,126.412,,,,,,,,,,,,,,
20.488,55.6436,118.985,,,,,,,,,,,,,,
20.9907,48.2727,113.849,,,,,,,,,,,,,,
21.0452,48.0602,100.669,,,,,,,,,,,,,,
19.904,52.4225,77.1644,,,,,,,,,,,,,,
19.5845,54.5127,65.6047,,,,,,,,,,,,,,
19.6471,59.0566,71.8205,,,,,,,,,,,,,,
18.151,58.8859,58.896,,,,,,,,,,,,,,
15.7133,70.8458,18.8329,,,,,,,,,,,,,,
14.2354,74.7765,0,,,,,,,,,,,,,,
13.33,79.2002,0,,,,,,,,,,,,,,
12.6426,83.389,0,,,,,,,,,,,,,,
11.8319,85.4995,0,,,,,,,,,,,,,,
11.1043,87.3008,0,,,,,,,,,,,,,,
10.6303,89.1048,0,,,,,,,,,,,,,,
10.3337,90.7525,0,,,,,,,,,,,,,,
10.0035,91.5804,0,,,,,,,,,,,,,,
9.68184,91.6109,0,,,,,,,,,,,,,,
9.46307,92.2256,0.00189373,,,,,,,,,,,,,,
9.71503,92.71,3.70695,,,,,,,,,,,,,,
10.8504,90.3319,16.03,,,,,,,,,,,,,,
13.0466,87.0386,42.6317,,,,,,,,,,,,,,
15.6043,79.519,68.3887,,,,,,,,,,,,,,
17.0452,64.1995,82.0983,,,,,,,,,,,,,,
18.0476,63.9077,85.6111,,,,,,,,,,,,,,
19.0391,63.6621,89.1703,,,,,,,,,,,,,,
20.5333,58.3407,112.726,,,,,,,,,,,,,,
21.5298,52.8707,132.875,,,,,,,,,,,,,,
21.98,54.1119,143.087,,,,,,,,,,,,,,
22.3753,56.4868,113.531,,,,,,,,,,,,,,
21.2532,59.8704,79.2163,,,,,,,,,,,,,,
19.0127,70.4991,28.918,,,,,,,,,,,,,,
17.8606,75.9464,3.06354,,,,,,,,,,,,,,
17.8219,78.6223,0,,,,,,,,,,,,,,
16.9746,83.3332,0,,,,,,,,,,,,,,
16.431,79.2738,0,,,,,,,,,,,,,,
15.7621,81.2778,0,,,,,,,,,,,,,,
14.8009,81.0361,0,,,,,,,,,,,,,,
14.2855,83.6324,0,,,,,,,,,,,,,,
13.9061,85.7111,0,,,,,,,,,,,,,,
13.4742,85.8716,0,,,,,,,,,,,,,,
13.2502,86.5479,0,,,,,,,,,,,,,,
12.9743,87.5622,0.00486769,,,,,,,,,,,,,,
12.8261,87.9135,2.47507,,,,,,,,,,,,,,
14.2323,83.8064,21.9454,,,,,,,,,,,,,,
15.584,76.0139,51.9186,,,,,,,,,,,,,,
16.3428,73.7391,67.1233,,,,,,,,,,,,,,
17.3653,67.0087,82.8059,,,,,,,,,,,,,,
17.8464,63.6851,97.361,,,,,,,,,,,,,,
17.64,61.4901,84.7432,,,,,,,,,,,,,,
17.4019,62.2434,71.1601,,,,,,,,,,,,,,
17.6304,62.2407,71.9418,,,,,,,,,,,,,,
17.6249,62.6954,66.6132,,,,,,,,,,,,,,
17.4486,63.2998,58.3425,,,,,,,,,,,,,,
16.8298,66.3504,42.079,,,,,,,,,,,,,,
15.8711,73.071,16.0614,,,,,,,,,,,,,,
15.1149,76.8295,2.12631,,,,,,,,,,,,,,
15.1829,77.6791,0,,,,,,,,,,,,,,
13.4297,99.5828,0,,,,,,,,,,,,,,
11.5622,99.8594,0,,,,,,,,,,,,,,
11.7176,99.8061,0,,,,,,,,,,,,,,
11.2527,99.7757,0,,,,,,,,,,,,,,
10.9864,99.7436,0,,,,,,,,,,,,,,
10.6868,99.696,0,,,,,,,,,,,,,,
